Species1	Species2	Distance
COPPD	BRADI	1.10022
MARM1	NAEGR	1.23002
NOSA0	SORBI	0.98571
TRIEI	BRARP	1.08127
HAEI1	NOMLE	1.21598
CONWI	METCA	1.10617
THEAC	BOMMO	1.35993
ERIEU	GORGO	0.16742
IGNH4	YEAST	1.20073
LATCH	BRADI	1.12671
CIOSA	SCHPO	1.08043
TURTR	NECHA	1.14456
HALVD	CLOTE	1.31411
DIPOR	MUCCI	0.98752
RATNO	YEAST	1.05306
ANOGA	PRIPA	1.00459
METLZ	ACAM1	1.25750
GEOSL	PHYIT	1.13101
CAMC5	TURTR	1.23928
KORCO	NITOC	1.32262
POSPM	SARHA	1.24970
TETNG	SORBI	1.20732
COXBR	SELML	1.12268
CIOIN	ORYSJ	1.25650
PHYIT	MAIZE	1.10817
TUBMM	ARATH	1.14990
NANEQ	SELML	1.25605
METTH	BORPD	1.23822
NITMS	STRPU	1.30784
NEIG1	SORAR	1.09462
MUSPF	ASHGO	1.08174
SCHCO	PEDHC	1.16804
HAEI1	PENCH	1.17839
OCHPR	PONAB	0.15605
GLOVI	NAEGR	1.20818
DESVV	MARM1	1.12245
MACMU	LODEL	1.06356
PROMA	DEIPM	1.11000
BOMMO	CANAW	1.14126
USTMA	MAIZE	1.13630
CAPO3	GASAC	0.94710
CHICK	HUMAN	0.30851
SYNJA	SCHMA	1.15960
CANLF	VERDA	1.08652
DIPOR	ERIEU	0.20320
BRARP	USTMA	1.13918
DICDI	PICST	1.16004
METLZ	PELSI	1.27094
NITGG	TOXGO	1.19584
AGRFC	CAVPO	1.19875
THEAC	NITGG	1.13037
ARCFU	MARHT	1.13706
OSTLU	AMPQE	1.05901
BOVIN	MACMU	0.15036
DIPOR	GORGO	0.15457
CRYPV	GADMO	1.04534
BATDE	NEUCR	0.90919
CHOHO	MAGGR	1.06422
BRAFL	DANRE	0.87227
NEMVE	MAIZE	1.13139
COCLU	CIOIN	1.21145
THEPD	PRIPA	1.27546
OTOGA	TARSY	0.12714
ZYMMO	NEUCR	1.23228
RUTMC	ECHTE	1.10674
NITEU	NOSA0	1.07957
NITEU	NEMVE	1.15262
SELML	SOLLC	0.66509
CRYPA	MAIZE	1.23931
MARMM	BOVIN	1.19955
CHLT9	POSPM	1.12657
HETAN	CYAME	1.01046
METLZ	TRYB2	1.26720
METBU	CAMC5	1.24778
HALVD	CALJA	1.26912
SORC5	AMPQE	1.24296
CARRP	DIPOR	1.28119
ECOLI	MICMU	1.19133
METBF	NEUCR	1.27170
AEDAE	ANOCA	0.87106
MYOLU	SORBI	1.16436
THEPD	AERHH	1.28841
ACYPI	MEDTR	1.23748
GUITH	SETIT	1.02690
SYNJA	CAMC5	1.13212
CAPTE	PTEVA	0.79375
PSEP1	DIPOR	1.18208
DIPOR	DEBHA	1.09259
TREME	OTOGA	1.05198
AGRFC	SORC5	1.16832
TURTR	BRADI	1.08227
MUCCI	PRUPE	1.15090
AGRFC	PONAB	1.18644
ECHTE	PRUPE	1.08269
CALJA	RABIT	0.16095
CHLRE	ORYLA	1.14736
MARHT	RUTMC	1.10421
ATETH	PIGXX	1.17939
ASHGO	LODEL	0.81645
COPPD	TUBMM	1.18357
CIOSA	VERDA	1.13205
TREME	TURTR	1.03503
NANEQ	SCHCO	1.22539
SYNAS	DESAS	0.99145
NITOC	AEDAE	1.20016
NITMS	DEIPM	1.26471
CHLT9	CAPTE	1.18185
AILME	ENCCU	1.12611
THEPD	XENTR	1.28248
NITMS	MAIZE	1.20282
TRIV2	SCHPO	1.23134
MARHT	NITSB	1.12444
LOALO	SORAR	0.92475
SACS2	SPIPN	1.26633
PIGXX	BRADI	1.14121
POSPM	MONDO	1.22228
BRARP	HELRO	1.07636
AMPQE	HELRO	0.96074
COPCI	TRICA	1.23181
SULNB	ECHTE	1.18238
THEAC	PHACH	1.37079
CHLP6	BATDE	1.19168
HETAN	OCHPR	1.08583
METBF	BOMMO	1.26153
THEKO	NITMS	1.09698
TREME	PIGXX	1.04519
AILME	OTOGA	0.13694
SCHMA	TURTR	0.89808
LEIMA	BOVIN	1.16624
METBF	MONDO	1.27658
CHICK	PONAB	0.30203
HORSE	SORBI	1.20983
NATPD	CRYPV	1.31100
NITGG	HETAN	1.23484
ACAM1	DESVV	1.13009
CAUVC	LOALO	1.23903
SACS2	THEAC	1.07472
APIME	TAKRU	0.84502
TRIV2	STRPU	1.25101
GLOVI	DIPOR	1.18398
METBU	MARM1	1.29701
LOXAF	MYOLU	0.17638
RHIOR	YARLI	0.85536
MARM1	DICDI	1.23703
SPIPN	OCHPR	0.97298
PEDHC	PTEVA	0.83226
METS5	MAIZE	1.23427
CAMC5	SCLS1	1.20489
METJA	DECAR	1.26799
ZYMMO	NECHA	1.30646
MICMU	KLULA	1.06195
GLOVI	EMIHU	1.09563
CIOIN	PHYBL	1.05928
ECOLI	PSEP1	0.72994
APIME	SORBI	1.22598
SYNAS	CALJA	1.17764
PICTO	MARM1	1.40613
PHACH	CHLRE	1.06093
ECOLI	PHYBL	1.16645
MARMM	PHACH	1.15474
PELSI	TAEGU	0.26118
NOSA0	TAEGU	1.20034
BRARP	YEAST	1.15392
BDEBA	ECHTE	1.12704
THEKO	CHLRE	1.21212
CRYPV	RATNO	1.04367
AZOPC	RATNO	1.14508
HALVD	MARMM	1.22742
CHLP6	DESAS	1.14747
PUCGT	ERIEU	1.01309
CROS5	VITVI	1.05746
DAPPU	YARLI	1.16696
POSPM	ICTTR	1.24636
NITEU	TARSY	1.11846
ORNAN	PANTR	0.28559
METBF	NITGG	1.08846
POSPM	TUPBE	1.14352
NOSP7	PICST	1.18827
THEEB	AERHH	1.08670
THEKO	GORGO	1.24703
THEPD	MYCMG	1.42123
OSTLU	VERDA	1.08697
HETAN	STRPU	1.20435
CLAM3	SORC5	1.13684
COPPD	METCA	1.13247
CLAM3	CIOSA	1.34569
ATETH	LEPMJ	1.15343
CAVPO	DASNO	0.21517
MICAN	GORGO	1.21492
SORC5	BRAFL	1.25873
TUPBE	CYAME	0.97756
THEAC	METCA	1.34022
NITMS	LOTGI	1.29392
VERDA	MANES	1.20538
DESVV	PONAB	1.23599
STRPU	SELML	1.21747
GIBZA	TUBMM	0.74018
METKA	SCHMA	1.23450
PHACH	LOXAF	1.08538
MARHT	COXBR	1.07262
FELCA	SETIT	1.15826
SARHA	ENCCU	1.14022
LOALO	PICST	1.09052
TARSY	MAIZE	1.03026
DICNV	CAVPO	1.19845
TRIV2	DICDI	1.26852
HALVD	GASAC	1.29530
THEEB	NITOC	1.01466
ACYPI	NOSCE	1.10959
PICTO	ZYMMO	1.41435
AZOPC	BOVIN	1.18672
AERHH	ASHGO	1.15461
EHRCJ	CYAME	1.02909
DESVV	CYAME	1.02393
CONWI	NOSP7	1.20879
PHYBL	PICST	0.90226
MICAN	ECHTE	1.17355
SULMD	CHLRE	1.10935
EHRCJ	CRYPA	1.11746
CAEEL	CIOSA	0.96494
GEOSL	TUPBE	1.14015
METJA	CHLP6	1.36198
SCHMA	PHYIT	1.06161
MARHT	USTMA	1.11399
AERHH	DASNO	1.22035
LEPMJ	PHACH	0.87944
GIBZA	PHYIT	1.20871
METKA	NITOC	1.22914
CRYPV	SORBI	1.07926
DICPU	PENCH	1.36925
PUCGT	PRIPA	1.07195
CARRP	NASVI	1.21524
CIOSA	TARSY	0.75496
RHIOR	TUBMM	0.81199
METJA	ENCCU	1.32217
CALMQ	MAGGR	1.33825
METFK	GIAIC	1.22146
METBU	MYOLU	1.25284
KORCO	CIOIN	1.29123
DEIPM	MARHT	0.73205
CAVPO	TRIAD	0.89324
ACAM1	SYNJA	0.65670
CRYPA	MAGGR	0.53207
ANOGA	SOLLC	1.25406
PYRNV	DIPOR	1.24087
METKA	MAGGR	1.19012
CAPO3	CAVPO	0.95465
ACAM1	LACBI	1.20675
MICMU	PRUPE	1.08618
DICDI	CRYNJ	1.13965
LEPMJ	PENCH	0.68618
AMPQE	MUCCI	1.06047
ENCCU	MEDTR	1.13522
NEIG1	FELCA	1.16604
HAEI1	ORNAN	1.22967
MACMU	BRADI	1.12069
BRAFL	TAKRU	0.76262
CROS5	HORSE	1.24566
CONWI	MONDO	1.26925
GUITH	NEUCR	1.04465
SACS2	LODEL	1.33582
BOMMO	POPTR	1.12978
EHRCJ	MICAN	1.13306
MACMU	MYCMG	1.26953
PUCGT	CYAME	1.03764
MARM1	OSTLU	1.13342
LOXAF	ASHGO	1.06492
THEEB	PEDHC	1.19616
TRIV2	ASPFU	1.20169
EHRCJ	SPIPN	1.06419
BORPD	ORYLA	1.23492
TRIEI	ECOLI	1.15504
PONAB	NEUCR	1.09423
THEAC	SELML	1.26948
TETNG	NECHA	1.22233
DESAS	MEDTR	1.08160
ACYPI	ORNAN	0.85718
AEDAE	CAVPO	0.86610
RHIOR	MYCMG	1.18991
CAMC5	ENCCU	1.29344
NOSA0	RUTMC	1.04669
DROME	POPTR	1.15976
GIAIC	PANTR	1.20678
COPPD	OTOGA	1.18787
BOMMO	HELRO	0.83379
LEIMA	NEMVE	1.13446
MICAN	STRPU	1.24870
MARMM	OSTLU	1.08360
PROMA	SULNB	1.13694
TAKRU	ASPFU	1.13424
ANOGA	LODEL	1.16178
LEPOC	VERDA	1.13577
RHIOR	NEUCR	0.82177
ACYPI	ICTTR	0.87425
DESAS	PHACH	1.20251
IXOSC	NOMLE	0.80023
DANRE	DIPOR	0.47922
SULMD	COPCI	1.09764
RUTMC	RHIOR	1.03388
GIAIC	PTEVA	1.22917
PYRHO	TURTR	1.25997
ZYMMO	SCHMA	1.21195
ORNAN	SELML	1.09681
THEAC	TAEGU	1.35611
MACEU	NECHA	1.12179
CRYPV	CHLRE	1.09354
METFK	BRAFL	1.17259
PYRHO	BORPD	1.30795
ORNAN	CRYPA	1.10746
ANOGA	GORGO	0.87240
HAEI1	MONDO	1.21558
MICAN	SORBI	1.02068
METJA	ERIEU	1.26423
DANRE	ORNAN	0.49229
MARM1	MAGGR	1.23406
CLAM3	YEAST	1.25101
ATETH	CAMC5	1.11625
ANOCA	NEMVE	0.79922
SACS2	NITSB	1.32654
SACS2	MONBE	1.30911
METBU	XENTR	1.26593
ARCFU	DECAR	1.21228
METCA	HELRO	1.21088
CHLRE	TETNG	1.10714
CONWI	BORPD	1.19690
AZOPC	PONAB	1.18719
PONAB	CRYPA	1.10263
NITOC	PANTR	1.12744
SCHCO	PHYBL	0.83748
CALJA	CULQU	0.85460
ANOCA	SCLS1	1.08879
METKA	PLAF7	1.25550
MOUSE	STRPU	0.85645
BRARP	OSTLU	0.85162
CYAME	SCHPO	1.02141
THEPD	CAPO3	1.22610
DANRE	PEDHC	0.84510
OCHPR	VERDA	1.08589
LACBI	MONBE	1.04137
SACS2	DECAR	1.34069
SPIPN	ANOGA	1.06290
HALVD	LEIMA	1.25013
NAEGR	GIAIC	1.17585
MICMU	MAIZE	1.02584
OSTLU	MONDO	1.05933
MICAN	MYCMG	1.28410
COCLU	SPIPN	0.94851
SACS2	APIME	1.34936
AGRFC	TRYB2	1.22823
TAEGU	ENCCU	1.14706
ECHTE	SOLLC	1.08100
SULMD	GEOSL	1.10564
AZOPC	SETIT	1.07566
SYNJA	NITSB	1.10092
CHLT9	BDEBA	1.14225
TAKRU	MONBE	0.97664
METFK	TAKRU	1.19298
THEKO	LEIMA	1.21338
CIOIN	ICTTR	0.82874
SACS2	POSPM	1.41392
PSEP1	NEMVE	1.22500
BDEBA	HELRO	1.22190
ARCFU	PHYBL	1.25942
AERPE	MICAN	1.31377
NOSP7	TREME	1.18744
LACBI	STRPU	1.13145
CARRP	RABIT	1.22257
CONWI	YEAST	1.33103
COPPD	ECHTE	1.11033
BRAFL	TRIAD	0.94249
METJA	SULNB	1.22919
METBU	CROS5	1.20206
METTH	SCHMA	1.21291
LEPOC	YEAST	1.11324
PICTO	GASAC	1.36776
METBF	METS5	1.12110
BATDE	GORGO	0.98418
CAUVC	MONBE	1.14244
CROS5	NECHA	1.24462
NOSA0	MONBE	1.13064
PELSI	SARHA	0.30481
MARM1	TRICA	1.25300
MARHT	DROME	1.16064
CALJA	YEAST	1.04313
COPCI	MUCCI	0.85720
CHOHO	ICTTR	0.15598
FELCA	MAIZE	1.08564
ANOGA	TAKRU	0.87194
CAVPO	PANTR	0.15672
BORPD	PEDHC	1.25119
TRYB2	SCHPO	1.19213
STRPU	SCHPO	1.06972
AEDAE	PHYIT	1.20320
CIOSA	MYOLU	0.76495
MUSPF	LODEL	1.08806
ENCCU	LODEL	1.04200
CALMQ	AGRFC	1.37389
METBF	ORYLA	1.26144
MARHT	TETNG	1.15659
SCHCO	ICTTR	1.13649
GADMO	SORAR	0.44877
CAPTE	MACEU	0.77980
SULMD	SCHPO	1.12595
ZYMMO	GLOVI	1.14078
HELRO	GIBZA	1.14512
ENCCU	SORBI	1.10900
METBU	HUMAN	1.24609
CARRP	ENCCU	1.45867
DEIPM	PLAF7	1.22596
CHLRE	APIME	1.11549
ACYPI	CALJA	0.85926
METKA	NEUCR	1.19549
IGNH4	SORAR	1.18232
METKA	LATCH	1.23753
ENCCU	PRUPE	1.11678
DESAS	TREME	1.18861
CAMC5	IXOSC	1.21683
MUSPF	CALJA	0.14037
PROMA	TAEGU	1.20548
TRIEI	CLOTE	1.15191
METBU	SOYBN	1.16837
MICMU	PANTR	0.10784
GASAC	MANES	1.10602
TAEGU	YARLI	1.10275
LOXAF	NEMVE	0.77577
HAEI1	CYAME	1.00963
CIOSA	GADMO	0.75146
METJA	KLULA	1.23446
GORGO	SCHMA	0.90935
DECAR	ORNAN	1.18696
NITMS	NITOC	1.26296
MUCCI	CRYPA	0.87736
DICPU	GUITH	1.06642
FELCA	NECHA	1.15782
NANEQ	GEOSL	1.39033
EHRCJ	TRIEI	1.13666
DICPU	TRIAD	1.25866
MOUSE	TAEGU	0.31676
PICTO	LODEL	1.34032
CONWI	SULMD	1.18023
CAPTE	TRICA	0.83959
MYOLU	ORYSJ	1.14643
ACAM1	TAKRU	1.29507
GORGO	TRIAD	0.88270
ZYMMO	MONDO	1.17529
CHLT9	SETIT	1.07560
CHLT9	AILME	1.16240
FELCA	NOMLE	0.13051
CHLT9	PRUPE	1.08830
METKA	SETIT	1.15384
COCLU	YEAST	0.93422
NANEQ	SCLS1	1.22490
METS5	LEIMA	1.29276
CAVPO	NOMLE	0.15611
NITGG	BOMMO	1.24900
CENSY	NECHA	1.26171
DEIPM	SYNAS	1.10127
METBF	HETAN	1.24275
BOMMO	KLULA	1.11203
METBU	METJA	0.92901
NOSA0	PHYPA	0.92468
CRYPV	NEUCR	1.11743
ATETH	LOXAF	1.18879
IXOSC	GIBZA	1.16152
CLOTE	LOXAF	1.22362
MUCCI	SCLS1	0.86199
GADMO	ORNAN	0.45741
METCA	NOSCE	1.35820
CLOTE	IXOSC	1.22934
RUTMC	PLAF7	1.12653
MOUSE	ICTTR	0.20326
NOSA0	PHYIT	1.12672
SYNJA	LOTGI	1.23525
CALMQ	APIME	1.32063
ERIEU	LODEL	1.02509
NEMVE	VERDA	1.11735
PROMA	CHOHO	1.15263
POSPM	CHICK	1.23355
HETAN	SCHCO	0.58210
SORC5	SCHMA	1.27672
IGNH4	METCA	1.23806
CHICK	DAPPU	0.82661
SYNJA	METCA	0.98639
THEKO	EHRCJ	1.34951
ORNAN	TAKRU	0.48666
KORCO	PENCH	1.30925
ATETH	TAEGU	1.19947
AEDAE	MAIZE	1.24767
SYNJA	SCLS1	1.13642
ACAM1	COXBR	1.09702
METS5	AERHH	1.38115
GEOSL	SCLS1	1.18168
DESVV	DICDI	1.24611
CARRP	CAVPO	1.23771
GIBZA	NOSCE	1.07199
PYRHO	SOLLC	1.21030
NAEGR	SETIT	1.12356
LEPMJ	TUPBE	1.08432
ACYPI	DEBHA	1.24741
TRYB2	NECHA	1.20341
LOXAF	ORNAN	0.34414
NOSA0	LATCH	1.16256
LEIMA	GASAC	1.17108
PYRHO	SELML	1.24171
HORSE	TRIAD	0.88467
NANEQ	SORBI	1.20669
NITMS	SELML	1.25105
NANEQ	TRIAD	1.27356
MACMU	PHYBL	0.96305
SULMD	TRIEI	1.08422
DANRE	RATNO	0.54092
CLOTE	DIPOR	1.17175
SARHA	SORBI	1.22481
NASVI	ASHGO	1.14931
IGNH4	TUBMM	1.18692
ANOCA	CANLF	0.35575
METCA	PELSI	1.15786
KORCO	YEAST	1.27097
LATCH	PENCH	1.18383
DESAS	CAPO3	1.14318
ARCFU	CHLRE	1.17579
AERHH	HELRO	1.26038
SULNB	GIAIC	1.25443
MOUSE	YARLI	1.10049
ARCFU	DEBHA	1.26710
EHRCJ	NECHA	1.16852
GEOSL	GIAIC	1.31340
CHOHO	SARHA	0.24259
SORAR	ASHGO	1.05586
PSEP1	PHYBL	1.16395
ATETH	MAIZE	0.91406
LEPMJ	ORYSJ	1.25485
THEKO	DROME	1.26656
MARM1	CAVPO	1.24084
CHICK	PICST	1.12655
METS5	GEOSL	1.27658
ORNAN	PELSI	0.33285
GEOSL	PRIPA	1.22781
CAPO3	CIOIN	0.95088
DESVV	NEUCR	1.20634
CHLP6	TAKRU	1.21036
ATETH	GASAC	1.15731
HAEI1	AEDAE	1.24330
TRIV2	TUBMM	1.20138
CALMQ	YARLI	1.35296
AMPQE	ANOCA	0.98319
NEMVE	MAGGR	1.12526
METFK	HUMAN	1.18574
CAUVC	PLAF7	1.21266
NITGG	LOTGI	1.28165
METBU	MONBE	1.20754
METBU	CAUVC	1.23274
SYNP6	RATNO	1.15247
CENSY	DECAR	1.28909
NITOC	XENTR	1.14932
TRIEI	MAGGR	1.24976
AEDAE	ERIEU	0.84736
HORSE	OCHPR	0.15529
CIOIN	DROME	0.89976
CRYNJ	LOALO	1.03105
USTMA	PTEVA	1.04951
PHACH	DANRE	1.13213
RATNO	MAIZE	1.13259
THEPD	NOSA0	1.35217
GASAC	TURTR	0.46079
NITSB	RATNO	1.22262
CALMQ	FELCA	1.32022
DEIPM	TUPBE	1.14197
CLOTE	LEIMA	1.20092
SULNB	TAKRU	1.24924
NATPD	ORYSJ	1.26495
ARATH	ORYSJ	0.59882
DICPU	SARHA	1.18906
METJA	VITVI	1.18317
GLOVI	HORSE	1.22666
THEKO	DIPOR	1.23655
DIPOR	VITVI	1.08182
IGNH4	AZOPC	1.33142
PHACH	PHYBL	0.80335
CHLT9	SYNJA	1.10696
AEDAE	LODEL	1.18608
NANEQ	USTMA	1.22724
MOUSE	RATNO	0.10795
ATETH	TURTR	1.16886
DICDI	GUITH	1.07339
CLAM3	COCLU	1.31418
METLZ	NASVI	1.31324
SCHCO	ANOGA	1.21822
METKA	PSEP1	1.26355
ACAM1	TOXGO	1.16428
MACEU	GIBZA	1.07886
ZYMMO	NOMLE	1.21755
METJA	KORCO	1.06387
CANLF	ECHTE	0.16370
MACMU	PHYPA	0.99062
TOXGO	CANAW	1.08481
AERPE	TRIV2	1.29998
CHLT9	COPCI	1.13322
CARRP	TURTR	1.19631
CHLT9	IXOSC	1.14615
HUMAN	PRUPE	1.18304
BRAFL	NASVI	0.87942
ZYMMO	DICPU	1.24151
PONAB	SCHMA	0.90645
CLOTE	ASPFU	1.24591
TRIEI	HETAN	1.22788
THEPD	DESAS	1.31116
CULQU	MOUSE	0.85797
THEKO	NAEGR	1.25102
SORC5	MONDO	1.26890
ANOGA	PENCH	1.32031
NEIG1	GIAIC	1.20875
HAEI1	PONAB	1.20645
THEAC	PHYIT	1.31952
MAGGR	YARLI	0.87921
AEDAE	NEUCR	1.20130
ORNAN	RATNO	0.45865
PSEP1	SCHMA	1.27047
NITEU	SULNB	1.13278
NITMS	GIBZA	1.29492
RUTMC	ANOCA	1.16113
ACYPI	PHYBL	1.06507
PENCH	MANES	1.28464
MONDO	SCHMA	0.90717
FELCA	ORYLA	0.47306
THEKO	MICAN	1.28045
APIME	CAVPO	0.83590
ACAM1	BOMMO	1.26721
COCLU	TURTR	1.12140
DESAS	GASAC	1.21823
GEOSL	TURTR	1.16135
EHRCJ	BOVIN	1.14676
IGNH4	AGRFC	1.28716
SCHCO	SOYBN	1.24754
PUCGT	PTEVA	1.02683
GIAIC	CIOSA	1.20278
BORPD	DANRE	1.25319
DANRE	SARHA	0.56737
ORYLA	PEDHC	0.83675
COPCI	CANLF	1.12361
POSPM	EMIHU	1.14294
ERIEU	TRIAD	0.87781
CLAM3	MONBE	1.20826
SACS2	ANOGA	1.36863
METCA	TOXGO	1.03750
MICMU	TETNG	0.47322
CIOIN	ASPFU	1.14497
NEIG1	PRUPE	1.13956
CAPO3	SELML	1.07717
CALMQ	PHYBL	1.32147
PLAF7	DICPU	1.24738
MARMM	ASPFU	1.19617
USTMA	MONDO	1.08603
ANOGA	CANLF	0.86262
THEPD	TAEGU	1.29692
COPPD	DANRE	1.19398
BRARP	SOYBN	0.48455
MONDO	TRIAD	0.99396
TRIV2	LODEL	1.20689
MICMU	MANES	1.02483
NOSA0	SPIPN	1.12038
BOMMO	MAGGR	1.23428
MARMM	TAEGU	1.20490
MICAN	OTOGA	1.21835
BORPD	TAKRU	1.25378
CAUVC	COPCI	1.19070
METJA	SORBI	1.16472
KORCO	PICST	1.29788
DECAR	PHYBL	1.11365
COPCI	ORYSJ	1.27680
THEKO	RABIT	1.24476
CLAM3	MICAN	1.15384
CARRP	NOSCE	1.47855
DECAR	MOUSE	1.18451
TRIV2	PRUPE	1.11452
CONWI	PRUPE	1.24814
TRICA	MEDTR	1.29758
DANRE	PHYPA	1.05144
BOMMO	MUCCI	1.07052
MARHT	CLOTE	1.15872
CROS5	XENTR	1.25333
HAEI1	RATNO	1.18095
CLOTE	AEDAE	1.27391
CLAM3	TETNG	1.27722
SORC5	DESAS	1.16807
NECHA	PENCH	0.72111
BORPD	LACBI	1.20692
NITOC	CYAME	1.00307
HORSE	NASVI	0.85940
NATPD	ORNAN	1.29426
CENSY	PHYIT	1.21440
LEIMA	ENCCU	1.16267
GORGO	SCLS1	1.08317
BORPD	ERIEU	1.14408
DICNV	PICST	1.17743
THEAC	NOSA0	1.34909
METBF	LODEL	1.24501
OCHPR	TUPBE	0.18319
LATCH	SOLLC	1.12799
AERPE	ASHGO	1.23164
PUCGT	LATCH	1.07897
CHLP6	LEPMJ	1.15742
MICMU	TARSY	0.13304
CARRP	SCHMA	1.11968
DESAS	MACMU	1.18825
HAEI1	IXOSC	1.12897
EHRCJ	CRYNJ	1.12818
NITEU	ANOGA	1.24389
SETIT	SOYBN	0.59031
SULNB	PUCGT	1.17195
DAPPU	PONAB	0.81863
AGRFC	ASHGO	1.17062
BDEBA	PHYBL	1.14848
IXOSC	TETNG	0.80464
CRYPV	ERIEU	1.02148
CALMQ	PROMA	1.34012
CLAM3	CHLRE	1.18514
ANOCA	GORGO	0.37855
CIOSA	BRADI	1.19300
LEIMA	NEUCR	1.17785
PYRHO	THEEB	1.30628
CAMC5	BATDE	1.18641
ECOLI	PLAF7	1.20237
GORGO	KLULA	1.09782
NOSA0	MUCCI	1.13521
PYRNV	TARSY	1.23055
TRIEI	SETIT	1.06221
METKA	CRYNJ	1.19682
AGRFC	NECHA	1.25860
PIGXX	XENTR	0.43493
HALVD	PYRHO	1.10259
TREME	PRUPE	1.13481
SCLS1	SETIT	1.22660
NAEGR	CYAME	1.01282
EHRCJ	BRARP	1.00862
COCLU	GASAC	1.16851
ACYPI	MYCMG	1.34891
SCLS1	VERDA	0.60534
BATDE	AEDAE	1.04419
PANTR	CRYPA	1.09442
PYRHO	CLAM3	1.36325
BORPD	PHYPA	1.12132
MICMU	PEDHC	0.82321
DICDI	NECHA	1.29816
ORYLA	PIGXX	0.47365
EMIHU	TRIAD	1.06326
DICNV	MOUSE	1.23054
NANEQ	PROCA	1.22071
DICPU	MANES	1.29690
NITSB	GASAC	1.24831
PHYBL	NEUCR	0.85264
METJA	DIPOR	1.26942
CROS5	DICDI	1.30511
CENSY	SYNP6	1.21373
SULMD	NASVI	1.19311
SYNP6	METCA	1.00139
NEUCR	TUBMM	0.71604
ZYMMO	YEAST	1.21463
CIOIN	MEDTR	1.31609
MARHT	ORYLA	1.16281
DASNO	GIBZA	1.13678
ASPFU	SOLLC	1.25646
SYNP6	CYAME	0.84872
MARM1	CYAME	1.05978
METFK	CHICK	1.19456
HALVD	COXBR	1.28845
ECHTE	PHYPA	0.96663
MYOLU	XENTR	0.44161
RABIT	XENTR	0.63053
AEDAE	RHIOR	1.09766
AZOPC	MICAN	1.08397
NOSA0	CAEEL	1.24778
PONAB	PICST	1.10703
NANEQ	DASNO	1.22081
CLAM3	NEIG1	1.11787
BRARP	CALJA	1.07029
OSTLU	MUSPF	1.03684
GADMO	MANES	1.07195
POSPM	OTOGA	1.22473
MUSPF	ORNAN	0.28944
DANRE	NASVI	0.85348
CRYPV	HELRO	1.07327
MARHT	CARRP	1.29805
MICMU	MAGGR	1.06760
CAPO3	SORAR	0.95371
MARMM	METFK	1.06217
COXBR	XENTR	1.23088
IXOSC	ICTTR	0.81156
METJA	NAEGR	1.24276
PYRNV	GADMO	1.24968
ACAM1	DROME	1.26564
TREME	PONAB	1.04670
ZYMMO	LATCH	1.20636
DECAR	RUTMC	0.86749
THEKO	RUTMC	1.31578
CARRP	MONBE	1.31114
MICMU	RABIT	0.13894
NITEU	ORYLA	1.16261
DICPU	AMPQE	1.11939
LOTGI	VITVI	1.11353
SULMD	ANOCA	1.14322
AERHH	ENCCU	1.30051
METBU	DICNV	1.29639
CENSY	CRYPV	1.26386
LODEL	PHYPA	1.09811
THEEB	IXOSC	1.12704
CAPO3	MYCMG	1.19311
NANEQ	ERIEU	1.25415
NOSA0	SOLLC	0.97789
GUITH	GIAIC	1.17832
LEPMJ	OSTLU	1.07713
MARHT	CANLF	1.15334
CALMQ	COPCI	1.27846
NOSP7	SCHPO	1.25527
HELRO	SARHA	0.82242
SORAR	XENTR	0.40872
CRYNJ	DASNO	1.06079
CAMC5	SCHPO	1.18965
EMIHU	BRAFL	1.07536
ERIEU	TUPBE	0.20061
SARHA	PHYPA	1.06581
MICMU	TRICA	0.83625
HALVD	MACEU	1.27299
BOMMO	DASNO	0.85851
LATCH	ORYLA	0.50266
PROCA	SOYBN	1.07803
CAPO3	ORNAN	0.95309
MARM1	RABIT	1.23245
GLOVI	TETNG	1.18751
AGRFC	NOSCE	1.40426
HUMAN	PICST	1.10156
AGRFC	MONBE	1.15504
MONBE	CANAW	1.07640
NEIG1	BATDE	1.10924
METTH	LATCH	1.23329
BOVIN	PONAB	0.14208
LACBI	NECHA	0.96062
CLOTE	PICST	1.25982
PYRNV	SARHA	1.26155
EHRCJ	ORYSJ	1.03058
NEIG1	BDEBA	1.05895
METLZ	PENCH	1.31276
DAPPU	SCLS1	1.15324
CULQU	XENTR	0.87644
NITSB	RABIT	1.21617
TRIAD	CYAME	0.99133
NITSB	ERIEU	1.19327
ZYMMO	RABIT	1.20289
ARCFU	METJA	0.89052
NITGG	COXBR	1.29149
BRAFL	ECHTE	0.76194
RATNO	YARLI	1.07153
MARMM	MEDTR	1.14840
METCA	LEIMA	1.08912
ORNAN	ENCCU	1.10916
TOXGO	MONBE	1.03050
FELCA	RATNO	0.18088
PANTR	PENCH	1.13770
STRPU	SOLLC	1.29634
THEPD	PYRHO	0.98845
BOMMO	CHOHO	0.84393
METCA	CANAW	1.15370
NATPD	MARM1	1.33965
ZYMMO	PEDHC	1.23711
TRIEI	NEUCR	1.28532
SORAR	BRADI	1.08050
PICTO	SELML	1.27614
GASAC	LOXAF	0.47653
THEKO	BORPD	1.32971
MUSPF	HUMAN	0.12951
KORCO	NITMS	1.13308
LOXAF	ASPFU	1.10852
DIPOR	ORYLA	0.46913
NEIG1	CHLRE	1.02994
PROMA	STRPU	1.25459
LEPMJ	TURTR	1.09824
SCHCO	MACMU	1.07661
